response_id,respondent_id,submitted_at,consent,response_source,completion_seconds,questionnaire_version,merch_scope,randomization_group,age_band,region_tier,activity_days_30d,player_tenure_months,monthly_merch_budget,has_purchased_merch,annual_merch_spend,purchase_frequency_12m,fandom_identity,preferred_operator_1,preferred_operator_2,preferred_operator_3,operator,category,purchase_intent,acceptable_price,channel,limited_preference,purchase_motivation,purchase_barrier,authenticity_importance,design_importance,practicality_importance,preorder_tolerance_days,price_too_cheap,price_good_value,price_expensive,price_too_expensive,concept_appeal,concept_uniqueness,product_improvement,open_feedback,is_simulated,data_type,simulation_seed,is_real_survey_response,user_segment
SYN-0051,SYN-U-0051,2026-09-03 07:01:00+00:00,True,simulated_bilibili,259,v2.2-synthetic,official_or_licensed_only,B,18～22岁,三线及以下,9,29,100,False,0,0,大学生玩家,真言,塑心,新约能天使,真言,吧唧（徽章）,2,19,淘宝,3,收藏完整度|视觉设计或立绘表现|限定或联名属性,预售周期过长|价格偏高,4,4,4,21,9,15,25,36,2,3,希望角色立绘还原准确，材质和尺寸说明写清楚。,可以先做小批量预售，并及时同步生产和发货进度。,True,synthetic_persona,20260903,False,observer
SYN-0052,SYN-U-0052,2026-09-03 07:09:00+00:00,True,simulated_bilibili,426,v2.2-synthetic,official_or_licensed_only,A,18～22岁,新一线,30,30,60,True,270,10,大学生玩家,缇缇,Mon3tr,真言,缇缇,吧唧（徽章）,4,25,官方商城,3,喜爱角色|视觉设计或立绘表现,预售周期过长|价格偏高,5,5,4,25,12,21,31,44,5,3,希望官方增加实物细节图，并说明售后和补款规则。,价格合理的情况下，希望同系列角色能够持续补全。,True,synthetic_persona,20260903,False,core_buyer
SYN-0053,SYN-U-0053,2026-09-03 07:14:00+00:00,True,simulated_weibo,299,v2.2-synthetic,official_or_licensed_only,A,18～22岁,二线,2,33,200,False,0,0,大学生玩家,结城理,贝洛内,新约能天使,结城理,日用生活,3,113,线下展会或快闪店,3,实用功能|喜爱角色,已有同类商品过多|预售周期过长,4,5,3,55,56,91,135,186,3,5,更愿意购买有实用性的联名商品，不希望只换图重复销售。,价格合理的情况下，希望同系列角色能够持续补全。,True,synthetic_persona,20260903,False,observer
SYN-0054,SYN-U-0054,2026-09-03 07:20:00+00:00,True,simulated_bilibili,160,v2.2-synthetic,official_or_licensed_only,B,18～22岁,二线,18,13,50,True,310,3,大学生玩家,塑心,重岳,真言,塑心,吧唧（徽章）,5,28,淘宝,4,视觉设计或立绘表现|限定或联名属性|喜爱角色,发货进度不透明|商品缺乏实用性|品质或材质不确定,5,5,5,43,14,23,34,49,5,4,希望官方增加实物细节图，并说明售后和补款规则。,希望角色立绘还原准确，材质和尺寸说明写清楚。,True,synthetic_persona,20260903,False,occasional_buyer
SYN-0055,SYN-U-0055,2026-09-03 07:28:00+00:00,True,simulated_player_community,308,v2.2-synthetic,official_or_licensed_only,A,18～22岁,一线,29,46,120,True,370,7,大学生玩家,死芒,凛御银灰,维娜·维多利亚,死芒,通行证,2,46,官方商城,4,收藏完整度|喜爱角色|支持IP或创作者,设计不符合预期|已有同类商品过多|发货进度不透明,4,5,3,41,18,37,59,88,2,2,价格合理的情况下，希望同系列角色能够持续补全。,价格合理的情况下，希望同系列角色能够持续补全。,True,synthetic_persona,20260903,False,core_buyer
SYN-0056,SYN-U-0056,2026-09-03 07:35:00+00:00,True,simulated_weibo,500,v2.2-synthetic,official_or_licensed_only,A,18～22岁,二线,21,75,100,False,0,0,大学生玩家,死芒,缄默德克萨斯,凛御银灰,死芒,吧唧（徽章）,4,23,官方商城,2,喜爱角色|视觉设计或立绘表现,预售周期过长|价格偏高,4,5,4,28,12,19,29,40,4,5,,希望官方增加实物细节图，并说明售后和补款规则。,True,synthetic_persona,20260903,False,potential_buyer
SYN-0057,SYN-U-0057,2026-09-03 07:42:00+00:00,True,simulated_weibo,100,v2.2-synthetic,official_or_licensed_only,B,23～26岁,二线,18,68,50,True,460,5,青年玩家,贝洛内,缪尔赛思,真言,贝洛内,吧唧（徽章）,3,24,B站会员购,3,视觉设计或立绘表现|喜爱角色,价格偏高|品质或材质不确定|预售周期过长,5,4,3,25,9,19,28,40,4,3,希望角色立绘还原准确，材质和尺寸说明写清楚。,希望官方增加实物细节图，并说明售后和补款规则。,True,synthetic_persona,20260903,False,core_buyer
SYN-0058,SYN-U-0058,2026-09-03 07:50:00+00:00,True,simulated_bilibili,283,v2.2-synthetic,official_or_licensed_only,B,18～22岁,三线及以下,20,61,100,False,0,0,大学生玩家,凯尔希·思衡托,余,真言,凯尔希·思衡托,装饰摆件,3,80,淘宝,4,喜爱角色|限定或联名属性,商品缺乏实用性|预售周期过长|设计不符合预期,5,5,5,54,34,69,89,114,3,4,价格合理的情况下，希望同系列角色能够持续补全。,价格合理的情况下，希望同系列角色能够持续补全。,True,synthetic_persona,20260903,False,observer
SYN-0059,SYN-U-0059,2026-09-03 07:58:00+00:00,True,simulated_weibo,448,v2.2-synthetic,official_or_licensed_only,A,18～22岁,二线,23,61,70,True,220,3,大学生玩家,维娜·维多利亚,怒潮凛冬,真言,维娜·维多利亚,吧唧（徽章）,5,24,官方商城,4,支持IP或创作者|收藏完整度,品质或材质不确定|商品缺乏实用性|运费偏高,4,5,3,27,14,22,28,40,5,3,价格合理的情况下，希望同系列角色能够持续补全。,可以先做小批量预售，并及时同步生产和发货进度。,True,synthetic_persona,20260903,False,occasional_buyer
SYN-0060,SYN-U-0060,2026-09-03 08:02:00+00:00,True,simulated_player_community,235,v2.2-synthetic,official_or_licensed_only,B,18～22岁,二线,21,52,90,True,490,7,大学生玩家,司霆惊蛰,贝洛内,死芒,司霆惊蛰,吧唧（徽章）,5,25,B站会员购,4,收藏完整度|喜爱角色,预售周期过长|发货进度不透明,5,5,5,31,12,19,29,38,5,4,希望角色立绘还原准确，材质和尺寸说明写清楚。,,True,synthetic_persona,20260903,False,core_buyer
SYN-0061,SYN-U-0061,2026-09-03 08:12:00+00:00,True,simulated_bilibili,336,v2.2-synthetic,official_or_licensed_only,A,18～22岁,新一线,30,46,90,True,110,5,大学生玩家,赤刃明霄陈,重岳,死芒,赤刃明霄陈,亚克力制品,3,63,官方商城,4,收藏完整度|支持IP或创作者,价格偏高|担心盗版,5,4,4,47,32,56,84,127,2,3,更愿意购买有实用性的联名商品，不希望只换图重复销售。,希望角色立绘还原准确，材质和尺寸说明写清楚。,True,synthetic_persona,20260903,False,core_buyer
SYN-0062,SYN-U-0062,2026-09-03 08:17:00+00:00,True,simulated_bilibili,267,v2.2-synthetic,official_or_licensed_only,A,18～22岁,二线,25,58,100,False,0,0,大学生玩家,酒神,缇缇,斩业星熊,酒神,装饰摆件,4,80,线下展会或快闪店,3,视觉设计或立绘表现|收藏完整度|支持IP或创作者,价格偏高|设计不符合预期|商品缺乏实用性,4,4,3,40,37,63,106,142,5,2,,,True,synthetic_persona,20260903,False,potential_buyer
SYN-0063,SYN-U-0063,2026-09-03 08:26:00+00:00,True,simulated_player_community,306,v2.2-synthetic,official_or_licensed_only,A,18～22岁,一线,30,31,200,False,0,0,大学生玩家,予愿安洁莉娜,望,塑心,予愿安洁莉娜,通行证,3,41,品牌直播间,5,实用功能|喜爱角色,品质或材质不确定|设计不符合预期|发货进度不透明,4,5,4,20,18,32,54,80,3,3,价格合理的情况下，希望同系列角色能够持续补全。,可以先做小批量预售，并及时同步生产和发货进度。,True,synthetic_persona,20260903,False,observer
SYN-0064,SYN-U-0064,2026-09-03 08:30:00+00:00,True,simulated_bilibili,291,v2.2-synthetic,official_or_licensed_only,A,18～22岁,新一线,21,65,150,False,0,0,大学生玩家,怒潮凛冬,归溟幽灵鲨,贝洛内,怒潮凛冬,毛绒玩偶,4,120,其他,3,视觉设计或立绘表现|喜爱角色|限定或联名属性,品质或材质不确定|发货进度不透明,4,4,5,39,61,99,157,224,4,3,,可以先做小批量预售，并及时同步生产和发货进度。,True,synthetic_persona,20260903,False,potential_buyer
SYN-0065,SYN-U-0065,2026-09-03 08:37:00+00:00,True,simulated_player_community,322,v2.2-synthetic,official_or_licensed_only,A,18～22岁,一线,13,29,60,True,330,6,大学生玩家,凛御银灰,真言,凯尔希·思衡托,凛御银灰,通行证,5,50,B站会员购,4,限定或联名属性|视觉设计或立绘表现|喜爱角色,品质或材质不确定|价格偏高|预售周期过长,3,5,4,42,28,42,60,93,5,4,更愿意购买有实用性的联名商品，不希望只换图重复销售。,更愿意购买有实用性的联名商品，不希望只换图重复销售。,True,synthetic_persona,20260903,False,core_buyer
SYN-0066,SYN-U-0066,2026-09-03 08:42:00+00:00,True,simulated_player_community,337,v2.2-synthetic,official_or_licensed_only,A,18～22岁,二线,23,73,100,True,540,8,大学生玩家,凛御银灰,维娜·维多利亚,塑心,凛御银灰,毛绒玩偶,4,115,B站会员购,4,限定或联名属性|喜爱角色,运费偏高|价格偏高|发货进度不透明,4,4,3,84,58,96,155,196,4,4,希望角色立绘还原准确，材质和尺寸说明写清楚。,,True,synthetic_persona,20260903,False,core_buyer
SYN-0067,SYN-U-0067,2026-09-03 08:53:00+00:00,True,simulated_player_community,250,v2.2-synthetic,official_or_licensed_only,A,23～26岁,一线,29,94,50,True,380,5,青年玩家,凯尔希·思衡托,凛御银灰,缪尔赛思,凯尔希·思衡托,日用生活,3,57,淘宝,3,视觉设计或立绘表现|喜爱角色,运费偏高|商品缺乏实用性|设计不符合预期,5,5,2,92,25,48,68,98,4,3,可以先做小批量预售，并及时同步生产和发货进度。,更愿意购买有实用性的联名商品，不希望只换图重复销售。,True,synthetic_persona,20260903,False,core_buyer
SYN-0068,SYN-U-0068,2026-09-03 09:00:00+00:00,True,simulated_weibo,442,v2.2-synthetic,official_or_licensed_only,A,27～30岁,二线,4,57,110,True,370,5,青年玩家,焰狐龙梓兰,凯尔希·思衡托,贝洛内,焰狐龙梓兰,亚克力制品,4,69,官方商城,5,收藏完整度|限定或联名属性|喜爱角色,预售周期过长|设计不符合预期,4,4,4,62,33,59,89,119,4,3,希望角色立绘还原准确，材质和尺寸说明写清楚。,可以先做小批量预售，并及时同步生产和发货进度。,True,synthetic_persona,20260903,False,core_buyer
SYN-0069,SYN-U-0069,2026-09-03 09:04:00+00:00,True,simulated_weibo,264,v2.2-synthetic,official_or_licensed_only,A,18～22岁,一线,30,31,50,False,0,0,大学生玩家,重岳,酒神,结城理,重岳,吧唧（徽章）,5,24,B站会员购,3,收藏完整度|视觉设计或立绘表现,价格偏高|运费偏高|设计不符合预期,5,4,3,20,13,20,29,36,5,3,希望角色立绘还原准确，材质和尺寸说明写清楚。,希望官方增加实物细节图，并说明售后和补款规则。,True,synthetic_persona,20260903,False,potential_buyer
SYN-0070,SYN-U-0070,2026-09-03 09:12:00+00:00,True,simulated_bilibili,326,v2.2-synthetic,official_or_licensed_only,A,18～22岁,一线,19,3,70,True,160,3,大学生玩家,赤刃明霄陈,酒神,望,赤刃明霄陈,手办模玩,2,384,淘宝,4,视觉设计或立绘表现|喜爱角色,已有同类商品过多|品质或材质不确定|价格偏高,4,5,3,121,212,337,515,644,1,4,希望角色立绘还原准确，材质和尺寸说明写清楚。,价格合理的情况下，希望同系列角色能够持续补全。,True,synthetic_persona,20260903,False,occasional_buyer
SYN-0071,SYN-U-0071,2026-09-03 09:17:00+00:00,True,simulated_bilibili,331,v2.2-synthetic,official_or_licensed_only,A,18～22岁,三线及以下,21,65,200,False,0,0,大学生玩家,维娜·维多利亚,酒神,司霆惊蛰,维娜·维多利亚,亚克力制品,4,63,其他,4,视觉设计或立绘表现|收藏完整度,设计不符合预期|品质或材质不确定,5,5,3,32,29,56,69,88,4,4,更愿意购买有实用性的联名商品，不希望只换图重复销售。,可以先做小批量预售，并及时同步生产和发货进度。,True,synthetic_persona,20260903,False,potential_buyer
SYN-0072,SYN-U-0072,2026-09-03 09:25:00+00:00,True,simulated_player_community,287,v2.2-synthetic,official_or_licensed_only,B,18～22岁,二线,24,23,200,False,0,0,大学生玩家,佩佩,缪尔赛思,司霆惊蛰,佩佩,手办模玩,3,384,B站会员购,3,社交展示或社区认同|喜爱角色|实用功能,已有同类商品过多|售后不便,5,5,3,154,175,329,443,549,4,3,更愿意购买有实用性的联名商品，不希望只换图重复销售。,价格合理的情况下，希望同系列角色能够持续补全。,True,synthetic_persona,20260903,False,observer
SYN-0073,SYN-U-0073,2026-09-03 09:34:00+00:00,True,simulated_bilibili,330,v2.2-synthetic,official_or_licensed_only,A,23～26岁,新一线,2,36,150,True,1000,14,青年玩家,重岳,斩业星熊,赤刃明霄陈,重岳,亚克力制品,3,53,B站会员购,4,喜爱角色|收藏完整度|视觉设计或立绘表现,价格偏高|品质或材质不确定|运费偏高,4,5,3,67,28,43,70,102,2,3,希望角色立绘还原准确，材质和尺寸说明写清楚。,价格合理的情况下，希望同系列角色能够持续补全。,True,synthetic_persona,20260903,False,core_buyer
SYN-0074,SYN-U-0074,2026-09-03 09:38:00+00:00,True,simulated_weibo,340,v2.2-synthetic,official_or_licensed_only,A,18～22岁,二线,14,59,170,True,830,8,大学生玩家,赤刃明霄陈,缪尔赛思,结城理,赤刃明霄陈,亚克力制品,4,58,官方商城,4,收藏完整度|喜爱角色|支持IP或创作者,品质或材质不确定|价格偏高,4,4,4,69,22,45,64,89,5,2,,希望角色立绘还原准确，材质和尺寸说明写清楚。,True,synthetic_persona,20260903,False,core_buyer
SYN-0075,SYN-U-0075,2026-09-03 09:46:00+00:00,True,simulated_weibo,302,v2.2-synthetic,official_or_licensed_only,B,18～22岁,一线,19,29,90,True,170,3,大学生玩家,新约能天使,维娜·维多利亚,荒芜拉普兰德,新约能天使,吧唧（徽章）,2,22,其他,4,实用功能|价格与性价比|限定或联名属性,预售周期过长|商品缺乏实用性|已有同类商品过多,3,4,3,29,11,20,27,34,2,3,,更愿意购买有实用性的联名商品，不希望只换图重复销售。,True,synthetic_persona,20260903,False,occasional_buyer
SYN-0076,SYN-U-0076,2026-09-03 09:55:00+00:00,True,simulated_player_community,360,v2.2-synthetic,official_or_licensed_only,A,18～22岁,新一线,20,51,50,False,0,0,大学生玩家,新约能天使,荒芜拉普兰德,Mon3tr,新约能天使,亚克力制品,2,40,B站会员购,3,限定或联名属性|视觉设计或立绘表现,预售周期过长|发货进度不透明|价格偏高,5,4,4,46,15,32,52,71,2,2,可以先做小批量预售，并及时同步生产和发货进度。,更愿意购买有实用性的联名商品，不希望只换图重复销售。,True,synthetic_persona,20260903,False,observer
SYN-0077,SYN-U-0077,2026-09-03 10:00:00+00:00,True,simulated_weibo,456,v2.2-synthetic,official_or_licensed_only,A,18～22岁,新一线,23,61,90,True,720,6,大学生玩家,缄默德克萨斯,Mon3tr,纯烬艾雅法拉,缄默德克萨斯,亚克力制品,5,65,官方商城,4,实用功能|喜爱角色,品质或材质不确定|担心盗版,4,5,4,52,39,58,80,112,5,2,希望官方增加实物细节图，并说明售后和补款规则。,更愿意购买有实用性的联名商品，不希望只换图重复销售。,True,synthetic_persona,20260903,False,core_buyer
SYN-0078,SYN-U-0078,2026-09-03 10:07:00+00:00,True,simulated_bilibili,266,v2.2-synthetic,official_or_licensed_only,A,18～22岁,一线,20,34,300,False,0,0,大学生玩家,斩业星熊,结城理,凯尔希·思衡托,斩业星熊,手办模玩,4,384,其他,4,限定或联名属性|视觉设计或立绘表现,价格偏高|发货进度不透明|运费偏高,4,4,4,124,167,333,487,619,4,2,更愿意购买有实用性的联名商品，不希望只换图重复销售。,,True,synthetic_persona,20260903,False,potential_buyer
SYN-0079,SYN-U-0079,2026-09-03 10:15:00+00:00,True,simulated_player_community,356,v2.2-synthetic,official_or_licensed_only,B,18～22岁,二线,30,36,200,False,0,0,大学生玩家,赤刃明霄陈,怒潮凛冬,缄默德克萨斯,赤刃明霄陈,亚克力制品,4,56,品牌直播间,3,喜爱角色|视觉设计或立绘表现|限定或联名属性,品质或材质不确定|商品缺乏实用性,4,5,3,38,28,43,63,93,5,3,希望官方增加实物细节图，并说明售后和补款规则。,可以先做小批量预售，并及时同步生产和发货进度。,True,synthetic_persona,20260903,False,potential_buyer
SYN-0080,SYN-U-0080,2026-09-03 10:25:00+00:00,True,simulated_bilibili,244,v2.2-synthetic,official_or_licensed_only,A,27～30岁,二线,20,44,350,True,2130,8,青年玩家,斩业星熊,Mon3tr,荒芜拉普兰德,斩业星熊,日用生活,4,139,品牌直播间,4,限定或联名属性|实用功能,已有同类商品过多|发货进度不透明,4,5,4,79,77,122,153,187,5,3,价格合理的情况下，希望同系列角色能够持续补全。,更愿意购买有实用性的联名商品，不希望只换图重复销售。,True,synthetic_persona,20260903,False,core_buyer
SYN-0081,SYN-U-0081,2026-09-03 10:28:00+00:00,True,simulated_bilibili,377,v2.2-synthetic,official_or_licensed_only,A,23～26岁,三线及以下,18,75,140,True,1000,5,青年玩家,司霆惊蛰,归溟幽灵鲨,怒潮凛冬,司霆惊蛰,吧唧（徽章）,4,24,官方商城,5,喜爱角色|实用功能|收藏完整度,价格偏高|设计不符合预期|运费偏高,4,5,4,27,9,19,27,35,4,3,希望角色立绘还原准确，材质和尺寸说明写清楚。,可以先做小批量预售，并及时同步生产和发货进度。,True,synthetic_persona,20260903,False,core_buyer
SYN-0082,SYN-U-0082,2026-09-03 10:38:00+00:00,True,simulated_bilibili,122,v2.2-synthetic,official_or_licensed_only,A,27～30岁,三线及以下,22,44,50,True,600,8,青年玩家,望,佩佩,缪尔赛思,望,装饰摆件,3,57,其他,3,收藏完整度|喜爱角色,预售周期过长|设计不符合预期,5,4,3,82,31,50,71,90,4,3,希望角色立绘还原准确，材质和尺寸说明写清楚。,更愿意购买有实用性的联名商品，不希望只换图重复销售。,True,synthetic_persona,20260903,False,core_buyer
SYN-0083,SYN-U-0083,2026-09-03 10:44:00+00:00,True,simulated_bilibili,209,v2.2-synthetic,official_or_licensed_only,B,18～22岁,新一线,26,20,200,False,0,0,大学生玩家,焰狐龙梓兰,赤刃明霄陈,重岳,焰狐龙梓兰,毛绒玩偶,3,129,品牌直播间,4,实用功能|价格与性价比|视觉设计或立绘表现,价格偏高|品质或材质不确定,5,4,4,64,62,108,163,225,4,3,可以先做小批量预售，并及时同步生产和发货进度。,,True,synthetic_persona,20260903,False,observer
SYN-0084,SYN-U-0084,2026-09-03 10:52:00+00:00,True,simulated_player_community,312,v2.2-synthetic,official_or_licensed_only,A,18～22岁,二线,17,45,70,True,410,8,大学生玩家,塑心,缪尔赛思,余,塑心,亚克力制品,2,55,B站会员购,2,视觉设计或立绘表现|支持IP或创作者,运费偏高|价格偏高,5,4,5,60,23,46,68,104,2,3,希望官方增加实物细节图，并说明售后和补款规则。,价格合理的情况下，希望同系列角色能够持续补全。,True,synthetic_persona,20260903,False,core_buyer
SYN-0085,SYN-U-0085,2026-09-03 10:55:00+00:00,True,simulated_bilibili,415,v2.2-synthetic,official_or_licensed_only,B,27～30岁,一线,14,44,200,False,0,0,青年玩家,黍,缄默德克萨斯,赤刃明霄陈,黍,毛绒玩偶,2,127,其他,3,视觉设计或立绘表现|喜爱角色,已有同类商品过多|设计不符合预期,4,4,3,64,75,115,154,203,1,2,希望官方增加实物细节图，并说明售后和补款规则。,希望官方增加实物细节图，并说明售后和补款规则。,True,synthetic_persona,20260903,False,observer
SYN-0086,SYN-U-0086,2026-09-03 11:07:00+00:00,True,simulated_player_community,392,v2.2-synthetic,official_or_licensed_only,A,18～22岁,二线,24,50,50,True,180,4,大学生玩家,予愿安洁莉娜,怒潮凛冬,望,予愿安洁莉娜,装饰摆件,4,57,品牌直播间,4,支持IP或创作者|喜爱角色,设计不符合预期|预售周期过长|担心盗版,5,4,3,80,21,45,66,97,5,2,,可以先做小批量预售，并及时同步生产和发货进度。,True,synthetic_persona,20260903,False,core_buyer
SYN-0087,SYN-U-0087,2026-09-03 11:12:00+00:00,True,simulated_weibo,410,v2.2-synthetic,official_or_licensed_only,A,18～22岁,新一线,6,56,100,False,0,0,大学生玩家,死芒,娜斯提,焰狐龙梓兰,死芒,日用生活,4,80,淘宝,3,收藏完整度|价格与性价比,品质或材质不确定|预售周期过长|担心盗版,4,4,3,44,45,68,105,129,5,3,,价格合理的情况下，希望同系列角色能够持续补全。,True,synthetic_persona,20260903,False,potential_buyer
SYN-0088,SYN-U-0088,2026-09-03 11:20:00+00:00,True,simulated_bilibili,407,v2.2-synthetic,official_or_licensed_only,B,18～22岁,一线,29,32,110,True,570,7,大学生玩家,缄默德克萨斯,酒神,真言,缄默德克萨斯,毛绒玩偶,4,126,品牌直播间,4,视觉设计或立绘表现|支持IP或创作者|实用功能,设计不符合预期|价格偏高|商品缺乏实用性,4,4,4,99,66,110,158,244,4,4,可以先做小批量预售，并及时同步生产和发货进度。,价格合理的情况下，希望同系列角色能够持续补全。,True,synthetic_persona,20260903,False,core_buyer
SYN-0089,SYN-U-0089,2026-09-03 11:28:00+00:00,True,simulated_bilibili,395,v2.2-synthetic,official_or_licensed_only,B,31～35岁,二线,7,37,80,True,260,4,青年玩家,真言,予愿安洁莉娜,纯烬艾雅法拉,真言,亚克力制品,3,52,B站会员购,4,喜爱角色|支持IP或创作者,预售周期过长|价格偏高|担心盗版,3,4,3,41,29,44,62,88,4,4,更愿意购买有实用性的联名商品，不希望只换图重复销售。,更愿意购买有实用性的联名商品，不希望只换图重复销售。,True,synthetic_persona,20260903,False,core_buyer
SYN-0090,SYN-U-0090,2026-09-03 11:34:00+00:00,True,simulated_player_community,331,v2.2-synthetic,official_or_licensed_only,B,18～22岁,一线,16,32,50,True,240,3,大学生玩家,余,归溟幽灵鲨,Mon3tr,余,亚克力制品,4,57,B站会员购,3,收藏完整度|喜爱角色,商品缺乏实用性|预售周期过长|品质或材质不确定,4,4,2,40,26,44,65,83,5,4,希望角色立绘还原准确，材质和尺寸说明写清楚。,价格合理的情况下，希望同系列角色能够持续补全。,True,synthetic_persona,20260903,False,occasional_buyer
SYN-0091,SYN-U-0091,2026-09-03 11:42:00+00:00,True,simulated_weibo,264,v2.2-synthetic,official_or_licensed_only,A,18～22岁,三线及以下,17,96,50,False,0,0,大学生玩家,赤刃明霄陈,酒神,怒潮凛冬,赤刃明霄陈,吧唧（徽章）,1,17,B站会员购,2,价格与性价比|实用功能,运费偏高|预售周期过长|商品缺乏实用性,5,5,4,19,8,14,22,33,2,4,希望官方增加实物细节图，并说明售后和补款规则。,可以先做小批量预售，并及时同步生产和发货进度。,True,synthetic_persona,20260903,False,observer
SYN-0092,SYN-U-0092,2026-09-03 11:44:00+00:00,True,simulated_weibo,276,v2.2-synthetic,official_or_licensed_only,B,18～22岁,二线,15,41,90,True,460,6,大学生玩家,望,凛御银灰,Mon3tr,望,日用生活,2,103,B站会员购,4,喜爱角色|支持IP或创作者,价格偏高|发货进度不透明|预售周期过长,4,4,4,51,43,87,135,205,2,3,希望官方增加实物细节图，并说明售后和补款规则。,,True,synthetic_persona,20260903,False,core_buyer
SYN-0093,SYN-U-0093,2026-09-03 11:54:00+00:00,True,simulated_bilibili,392,v2.2-synthetic,official_or_licensed_only,A,18～22岁,三线及以下,19,80,100,True,630,7,大学生玩家,真言,归溟幽灵鲨,予愿安洁莉娜,真言,毛绒玩偶,4,115,淘宝,5,实用功能|社交展示或社区认同,价格偏高|设计不符合预期,5,4,3,90,61,93,136,170,5,4,,,True,synthetic_persona,20260903,False,core_buyer
SYN-0094,SYN-U-0094,2026-09-03 12:03:00+00:00,True,simulated_weibo,275,v2.2-synthetic,official_or_licensed_only,A,18～22岁,一线,29,49,70,True,350,4,大学生玩家,望,新约能天使,凯尔希·思衡托,望,通行证,5,58,品牌直播间,4,支持IP或创作者|喜爱角色,设计不符合预期|预售周期过长,5,4,3,45,24,50,68,100,5,5,可以先做小批量预售，并及时同步生产和发货进度。,希望官方增加实物细节图，并说明售后和补款规则。,True,synthetic_persona,20260903,False,core_buyer
SYN-0095,SYN-U-0095,2026-09-03 12:10:00+00:00,True,simulated_bilibili,224,v2.2-synthetic,official_or_licensed_only,A,18～22岁,一线,19,44,200,False,0,0,大学生玩家,怒潮凛冬,赤刃明霄陈,凯尔希·思衡托,怒潮凛冬,日用生活,4,114,淘宝,2,支持IP或创作者|收藏完整度|视觉设计或立绘表现,发货进度不透明|设计不符合预期,4,5,3,60,62,92,148,227,3,2,希望官方增加实物细节图，并说明售后和补款规则。,价格合理的情况下，希望同系列角色能够持续补全。,True,synthetic_persona,20260903,False,potential_buyer
SYN-0096,SYN-U-0096,2026-09-03 12:16:00+00:00,True,simulated_bilibili,251,v2.2-synthetic,official_or_licensed_only,A,18～22岁,三线及以下,29,36,50,False,0,0,大学生玩家,娜斯提,真言,新约能天使,娜斯提,亚克力制品,4,40,B站会员购,3,收藏完整度|喜爱角色,发货进度不透明|价格偏高,4,5,4,28,20,33,50,74,5,3,可以先做小批量预售，并及时同步生产和发货进度。,,True,synthetic_persona,20260903,False,potential_buyer
SYN-0097,SYN-U-0097,2026-09-03 12:20:00+00:00,True,simulated_player_community,317,v2.2-synthetic,official_or_licensed_only,B,27～30岁,二线,22,57,100,False,0,0,青年玩家,结城理,望,凯尔希·思衡托,结城理,吧唧（徽章）,3,19,线下展会或快闪店,3,支持IP或创作者|收藏完整度,价格偏高|预售周期过长,5,4,3,28,8,15,25,34,3,3,,希望官方增加实物细节图，并说明售后和补款规则。,True,synthetic_persona,20260903,False,observer
SYN-0098,SYN-U-0098,2026-09-03 12:26:00+00:00,True,simulated_bilibili,321,v2.2-synthetic,official_or_licensed_only,A,18～22岁,新一线,19,38,90,True,330,7,大学生玩家,望,怒潮凛冬,佩佩,望,亚克力制品,3,62,淘宝,3,喜爱角色|社交展示或社区认同,商品缺乏实用性|已有同类商品过多,5,4,4,36,32,53,83,101,4,3,可以先做小批量预售，并及时同步生产和发货进度。,更愿意购买有实用性的联名商品，不希望只换图重复销售。,True,synthetic_persona,20260903,False,core_buyer
SYN-0099,SYN-U-0099,2026-09-03 12:35:00+00:00,True,simulated_weibo,337,v2.2-synthetic,official_or_licensed_only,B,36岁及以上,二线,17,87,200,True,880,3,青年玩家,荒芜拉普兰德,司霆惊蛰,娜斯提,荒芜拉普兰德,通行证,4,56,淘宝,4,收藏完整度|限定或联名属性|社交展示或社区认同,设计不符合预期|预售周期过长,4,5,2,51,25,48,73,96,4,5,希望角色立绘还原准确，材质和尺寸说明写清楚。,,True,synthetic_persona,20260903,False,core_buyer
SYN-0100,SYN-U-0100,2026-09-03 12:41:00+00:00,True,simulated_bilibili,341,v2.2-synthetic,official_or_licensed_only,A,23～26岁,新一线,9,36,70,True,310,5,青年玩家,佩佩,焰狐龙梓兰,司霆惊蛰,佩佩,毛绒玩偶,3,80,淘宝,4,喜爱角色|视觉设计或立绘表现,发货进度不透明|品质或材质不确定|已有同类商品过多,4,5,4,82,36,66,96,140,3,4,更愿意购买有实用性的联名商品，不希望只换图重复销售。,价格合理的情况下，希望同系列角色能够持续补全。,True,synthetic_persona,20260903,False,core_buyer
SYN-0101,SYN-U-0101,2026-09-03 12:47:00+00:00,True,simulated_bilibili,326,v2.2-synthetic,official_or_licensed_only,B,18～22岁,新一线,17,54,60,True,290,4,大学生玩家,佩佩,Mon3tr,死芒,佩佩,亚克力制品,3,56,淘宝,4,支持IP或创作者|实用功能,品质或材质不确定|价格偏高,5,4,4,43,27,44,63,81,4,3,更愿意购买有实用性的联名商品，不希望只换图重复销售。,价格合理的情况下，希望同系列角色能够持续补全。,True,synthetic_persona,20260903,False,core_buyer
